_id,title,rotten_tomato_rating,audience_rating,director,writers,top_5_billed
5f185ab3eec2a42d5d9ccf8a,Kingsman: The Secret Service,75%,84%,['Matthew Vaughn'],"['Matthew Vaughn', ' Jane Goldman']","['Taron Egerton ', '', '', 'Professor Arnold', 'Richmond Valentine, ']"
5f185abfeec2a42d5d9ccf8b,Jurassic Park III,49%,36%,['Joe Johnston'],"['Jim Taylor (III) ', ' Alexander Payne', ' Peter Buchman']","['Sam Neill ', 'William H. Macy ', 'Téa Leoni ', 'Alessandro Nivola ', 'Trevor Morgan ']"
5f185ac6eec2a42d5d9ccf8c,Rise of the Planet of the Apes,82%,77%,['Rupert Wyatt'],"['Rick Jaffa', ' Amanda Silver']","['James Franco ', 'Freida Pinto ', 'Andy Serkis ', 'John Lithgow ', 'Brian Cox ']"
5f185acceec2a42d5d9ccf8d,A Good Day to Die Hard,15%,40%,['John Moore (VIII) '],['Skip Woods'],"['Jai Courtney ', 'Bruce Willis ', 'Sebastian Koch ', 'Mary Elizabeth Winstead ', 'Yuliya Snigir ']"
5f185ad3eec2a42d5d9ccf8e,Cutthroat Island,38%,40%,['Renny Harlin'],"['Robert King', ' Marc Norman']","['Geena Davis ', 'Matthew Modine ', 'Frank Langella ', 'Maury Chaykin ', 'Patrick Malahide ']"
5f185ad8eec2a42d5d9ccf8f,The Secret Life of Walter Mitty,51%,71%,['Ben Stiller'],['Steven Conrad'],"['Ben Stiller ', 'Kristen Wiig ', 'Patton Oswalt ', '', '']"
5f185ae4eec2a42d5d9ccf90,Jumanji: Welcome to the Jungle,76%,87%,['Jake Kasdan'],"['Erik Sommers', ' Scott Rosenberg', ' Jeff Pinkner']","['Dwayne Johnson ', 'Jack Black ', 'Kevin Hart ', 'Karen Gillan ', 'Nick Jonas ']"
5f185aeeeec2a42d5d9ccf91,Men in Black,92%,79%,['Barry Sonnenfeld'],['Ed Solomon'],"['Will Smith ', 'Tommy Lee Jones ', 'Linda Fiorentino ', ""Vincent D'Onofrio "", 'Rip Torn ']"
5f185afceec2a42d5d9ccf92,Toy Story 2,100%,86%,['John Lasseter'],"['Doug Chamberlain', ' Rita Hsiao', ' Doug Chamberlin', ' Chris Webb', ' Ash Brannon', ' John Lasseter', ' Pete Docter', ' Andrew Stanton']","['Tim Allen ', 'Joan Cusack ', 'Kelsey Grammer ', 'Don Rickles ', 'Jim Varney ']"
5f185b03eec2a42d5d9ccf93,Rush Hour 2,52%,74%,['Brett Ratner'],"['Jeff Nathanson', ' John Rogers']","['Jackie Chan ', 'Chris Tucker ', 'John Lone ', 'Ziyi Zhang ', 'Roselyn Sanchez ']"
5f185b09eec2a42d5d9ccf94,Bad Boys For Life,77%,96%,"['Adil El Arbi', ' Bilall Fallah']","['Chris Bremner', ' Peter Craig', ' Joe Carnahan']","['Will Smith ', 'Martin Lawrence ', 'Vanessa Hudgens ', 'Alexander Ludwig ', 'Charles Melton ']"
5f185b15eec2a42d5d9ccf95,What Lies Beneath,46%,58%,['Robert Zemeckis'],"['Clark Gregg', ' Sarah Kernochan']","['Michelle Pfeiffer ', 'Harrison Ford ', 'Diana Scarwid ', 'James Remar ', 'Miranda Otto ']"
5f185b23eec2a42d5d9ccf96,Rio,72%,71%,['Carlos Saldanha'],"['Carlos Saldanha', ' Earl Richie Jones', ' Todd R. Jones', ' Don Rhymer', ' Joshua Sternin', ' Jeffrey Ventimilia', ' Sam Harper', ' Josh Sternin', ' Jeff Ventimilia']","['Anne Hathaway ', 'Jesse Eisenberg ', 'will.i.am ', 'Jamie Foxx ', 'George Lopez ']"
5f185b33eec2a42d5d9ccf97,The Departed,91%,94%,['Martin Scorsese'],"['William Monahan', ' Martin Scorsese']","['Leonardo DiCaprio ', 'Matt Damon ', 'Jack Nicholson ', 'Mark Wahlberg ', 'Martin Sheen ']"
5f185b41eec2a42d5d9ccf98,Mulan,86%,85%,"['Barry Cook', ' Tony Bancroft']","['Rita Hsiao', ' Chris Sanders', ' Philip LaZebnik', ' Raymond Singer', ' Eugenia Bostwick-Singer']","['Ming-Na Wen ', 'Eddie Murphy ', 'Lea Salonga ', 'B.D. Wong ', 'George TakeiDonny Osmond ']"
5f185b47eec2a42d5d9ccf99,Tropic Thunder,82%,70%,['Ben Stiller'],"['Justin Theroux', ' Etan Cohen', ' Ben Stiller']","['Jack Black ', 'Ben Stiller ', 'Robert Downey Jr. ', 'Jay Baruchel ', 'Steve Coogan ']"
5f185b4eeec2a42d5d9ccf9a,The Girl with the Dragon Tattoo,86%,86%,['David Fincher'],['Steven Zaillian'],"['Daniel Craig ', 'Rooney Mara ', 'Christopher Plummer ', 'Stellan Skarsgård ', 'Steven Berkoff ']"
5f185b66eec2a42d5d9ccf9b,Die Hard: With a Vengeance,57%,83%,['John McTiernan'],['Jonathan Hensleigh'],"['Bruce Willis ', 'Jeremy Irons ', 'Samuel L. Jackson ', 'Graham Greene (II) ', 'Colleen Camp ']"
5f185b75eec2a42d5d9ccf9c,The Magnificent Seven,64%,72%,['Antoine Fuqua'],"['Nic Pizzolatto', ' Richard Wenk', ' Antoine Fuqua']","['Denzel Washington ', 'Chris Pratt ', 'Ethan Hawke ', ""Vincent D'Onofrio "", 'Lee Byung-hun ']"
5f185b7ceec2a42d5d9ccf9d,Alvin and the Chipmunks: The Road Chip,15%,51%,['Walt Becker'],"['Adam Sztykiel', ' Randi Mayem Singer', ' Ross Bagdasarian Sr.']","['Justin Long ', 'Matthew Gray Gubler ', 'Jesse McCartney ', 'Kaley Cuoco ', 'Christina Applegate ']"
5f185b8beec2a42d5d9ccf9e,Atlantis: The Lost Empire,49%,53%,"['Gary Trousdale', ' Kirk Wise']","['Joss Whedon', ' Kirk Wise', ' Tab Murphy', ' Bruce Zabel', ' Jackie Zabel']","['Michael J. Fox ', 'James Garner ', 'Cree Summer ', 'Don Novello ', 'Phil Morris ']"
5f185b92eec2a42d5d9ccf9f,Valkyrie,62%,65%,['Bryan Singer'],"['Christopher McQuarrie', ' Nathan Alexander']","['Tom Cruise ', 'Kenneth Branagh ', 'Bill Nighy ', 'Tom Wilkinson ', 'Carice van Houten ']"
5f185b9beec2a42d5d9ccfa0,Pixels,17%,46%,['Chris Columbus'],"['Adam Sandler', ' Chris Columbus', ' Tim Herlihy', ' Timothy Dowling']","['Adam Sandler ', 'Peter Dinklage ', '', 'Prezydent Will Cooper', 'Lt. Col. Violet Van Patten']"
5f185babeec2a42d5d9ccfa1,Hollow Man,27%,28%,['Paul Verhoeven'],['Andrew W. Marlowe'],"['Kevin Bacon ', 'Elisabeth Shue ', 'Josh Brolin ', 'Kim Dickens ', 'Greg Grunberg ']"
5f185bc7eec2a42d5d9ccfa2,Percy Jackson: Sea of Monsters,42%,55%,['Thor Freudenthal'],"['Larry Karaszewski', ' Scott Alexander', ' Marc Guggenheim']","['Logan Lerman ', 'Brandon T. Jackson ', 'Alexandra Daddario ', 'Nathan Fillion ', 'Jake Abel ']"
5f185bd2eec2a42d5d9ccfa3,Lara Croft: Tomb Raider: The Cradle of Life,24%,44%,['Jan de Bont'],['Dean Georgaris'],"['Angelina Jolie ', 'Gerard Butler ', 'Ciarán Hinds ', 'Chris Barrie ', 'Noah Taylor ']"
5f185bdaeec2a42d5d9ccfa4,Now You See Me 2,33%,53%,['Jon M. Chu'],['Ed Solomon'],"['Jesse Eisenberg ', 'Mark Ruffalo ', 'Woody Harrelson ', 'Lizzy Caplan ', 'Daniel Radcliffe ']"
5f185be8eec2a42d5d9ccfa5,Spy Game,66%,75%,['Tony Scott'],"['David Arata', ' Michael Frost Beckner']","['Robert Redford ', 'Brad Pitt ', 'Catherine McCormack ', 'Stephen Dillane ', 'Larry Bryggman ']"
5f185bf6eec2a42d5d9ccfa6,Mission to Mars,24%,30%,['Brian DePalma'],"['Jim Thomas', ' Graham Yost', ' Lowell Cannon', ' Ted Tally']","['Gary Sinise ', 'Tim Robbins ', 'Don Cheadle ', 'Connie Nielsen ', ""Jerry O'Connell ""]"
5f185c01eec2a42d5d9ccfa7,Bicentennial Man,36%,58%,['Chris Columbus'],['Nicholas Kazan'],"['Robin Williams ', 'Sam Neill ', 'Embeth Davidtz ', 'Oliver Platt ', 'Wendy Crewson ']"
5f185c0feec2a42d5d9ccfa8,Volcano,80%,86%,['Roman Bondarchuk'],"['Alla Tyutyunnyk', ' Roman Bondarchuk', "" Dar'ya Averchenko""]","['Serhiy Stepansky ', 'Viktor Zhdanov ', 'Khrystyna Deilyk ', '']"
5f185c20eec2a42d5d9ccfa9,Conan the Barbarian,66%,74%,['John Milius'],"['John Milius', ' Oliver Stone']","['Arnold Schwarzenegger ', 'James Earl Jones ', 'Max von Sydow ', 'Sandahl Bergman ', 'Ben Davidson ']"
5f185c35eec2a42d5d9ccfaa,The Nutcracker in 3D,0%,27%,['Andrey Konchalovskiy'],"['Andrey Konchalovskiy', ' Chris Solimine']","['Elle Fanning ', 'Nathan Lane ', 'Frances de la Tour ', 'John Turturro ', 'Richard E. Grant ']"
5f185c3feec2a42d5d9ccfab,Bright,28%,83%,['David Ayer'],['Max Landis'],"['Will Smith ', 'Joel Edgerton ', 'Noomi RapaceLucy Fry ', 'Edgar RamirezIke BarinholtzEnrique MurcianoJay HernandezAndrea NavedoVan Veronica NgoAlex MerazMargaret ChoBrad William HenkeDawn OlivieriKenneth ChoiView All ']"
5f185c56eec2a42d5d9ccfac,Cinderella Man,80%,91%,['Ron Howard'],"['Ron Howard', ' Akiva Goldsman', ' Cliff Hollingsworth', ' C. Gaby Mitchell']","['Russell Crowe ', 'Renée Zellweger ', 'Paul Giamatti ', 'Craig Bierko ', 'Paddy Considine ']"
5f185c68eec2a42d5d9ccfad,Fantastic Four,27%,45%,['Tim Story'],"['Mark Frost', ' Michael France', ' Carl Johansen']","['Jessica Alba ', 'Chris Evans ', 'Michael Chiklis ', 'Ioan Gruffudd ', 'Julian McMahon ']"
5f185c76eec2a42d5d9ccfae,Seabiscuit,78%,76%,['Gary Ross'],['Gary Ross'],"['Tobey Maguire ', 'Jeff Bridges ', 'Chris Cooper ', 'Elizabeth Banks ', 'William H. Macy ']"
5f185c7feec2a42d5d9ccfaf,Cast Away,88%,84%,['Robert Zemeckis'],['William Broyles'],"['Tom Hanks ', 'Helen Hunt ', 'Nick Searcy ', 'Lari White ', 'Geoffrey Blake ']"
5f185c8deec2a42d5d9ccfb0,Happy Feet,76%,70%,"['George Miller', ' Warren Coleman', ' Judy Morris']","['George Miller', ' John Collee', ' Warren Coleman', ' Judy Morris']","['Elijah Wood ', 'Robin Williams ', 'Hugh Jackman ', 'Nicole Kidman ', 'Brittany Murphy ']"
5f185c9beec2a42d5d9ccfb1,Air Force One,76%,66%,['Wolfgang Petersen'],['Andrew W. Marlowe'],"['Gary Oldman ', 'Harrison Ford ', 'Glenn Close ', 'Wendy Crewson ', 'Paul Guilfoyle (II) ']"
5f185cbbeec2a42d5d9ccfb2,Divergent,41%,69%,['Neil Burger'],"['Vanessa Taylor', ' Evan Daugherty']","['Shailene Woodley ', 'Theo James ', 'Kate Winslet ', 'Ansel Elgort ', 'Ray Stevenson ']"
5f185cc1eec2a42d5d9ccfb3,Hotel Transylvania,44%,72%,['Genndy Tartakovsky'],"['Don Rhymer', ' Peter Baynham', ' Robert Smigel']","['Adam Sandler ', 'Selena Gomez ', 'Andy Samberg ', 'Kevin James ', 'Fran Drescher ']"
5f185ccdeec2a42d5d9ccfb4,Enchanted,93%,80%,['Kevin Lima'],"['In Theaters:Nov 21', ' 2007\xa0wide']","['Amy Adams ', 'Patrick Dempsey ', 'Susan Sarandon ', 'James Marsden ', 'Idina Menzel ']"
5f185ce0eec2a42d5d9ccfb5,I Now Pronounce You Chuck and Larry,15%,69%,['Dennis Dugan'],"['Alexander Payne', ' Barry Fanaro', ' Jim Taylor (III) ', ' James Taylor']","['Adam Sandler ', 'Kevin James ', 'Jessica Biel ', 'Dan Aykroyd ', 'Ving Rhames ']"
5f185ce8eec2a42d5d9ccfb6,Enemy of the State,72%,78%,['Tony Scott'],['David Marconi'],"['Will Smith ', 'Gene Hackman ', 'Regina King ', 'Jon Voight ', 'Lisa Bonet ']"
5f185cf0eec2a42d5d9ccfb7,Open Season,48%,57%,"['Roger Allers', ' Jill Culton', ' Anthony Stacchi']","['Steve Bencich', ' Ron J. Friedman', ' Nat Mauldin', ' Anthony Stacchi', ' Jill Culton']","['Jon Favreau ', 'Jack McGee ', 'Michelle Murdocca ', 'Fergal Reilly ', 'Martin Lawrence ']"
5f185cffeec2a42d5d9ccfb8,Tower Heist,67%,48%,['Brett Ratner'],"['Adam Cooper', ' Jeff Nathanson', ' Ted Griffin']","['Ben Stiller ', 'Eddie Murphy ', 'Casey Affleck ', 'Alan Alda ', 'Matthew Broderick ']"
5f185d08eec2a42d5d9ccfb9,102 Dalmatians,31%,32%,['Kevin Lima'],"['Kristen Buckley', ' Noni White', ' Bob Tzudiker', ' Brian Regan', ' Kevin Lima']","['Glenn Close ', 'Gérard Depardieu ', 'Ioan Gruffudd ', 'Alice Evans ', 'Ian Richardson ']"
5f185d1aeec2a42d5d9ccfba,The Holiday,49%,80%,['Nancy Meyers'],['Nancy Meyers'],"['Cameron Diaz ', 'Kate Winslet ', 'Jude Law ', 'Jack Black ', 'Eli Wallach ']"
5f185d23eec2a42d5d9ccfbb,Memoirs of a Geisha,35%,83%,['Rob Marshall'],['Robin Swicord'],"['Ziyi Zhang ', 'Ken Watanabe ', 'Michelle Yeoh ', 'Li Gong ', 'Koji Yakusho ']"
5f185d31eec2a42d5d9ccfbc,Enemy at the Gates,54%,82%,['Jean-Jacques Annaud'],"['Alain Godard', ' Jean-Jacques Annaud']","['Jude Law ', 'Joseph Fiennes ', 'Ed Harris ', 'Rachel Weisz ', 'Bob Hoskins ']"
5f185d3ceec2a42d5d9ccfbd,Last Action Hero,36%,47%,['John McTiernan'],"['Zak Penn', ' Adam Leff', ' David Arnott', ' Shane Black', ' John McTiernan']","['Arnold Schwarzenegger ', ""Austin O'Brien "", 'F. Murray Abraham ', 'Art Carney ', 'Charles Dance ']"
5f185d45eec2a42d5d9ccfbe,The Rundown,69%,66%,['Peter Berg'],"['James Vanderbilt', ' R.J. Stewart', ' Peter Berg']","['Dwayne Johnson ', 'Seann William Scott ', 'Christopher Walken ', 'Rosario Dawson ', 'Ewen Bremner ']"
5f185d55eec2a42d5d9ccfbf,Arthur Christmas,92%,76%,"['Sarah Smith', ' Barry Cook']","['Peter Baynham', ' Sarah Smith']","['James McAvoy ', 'Hugh Laurie ', 'Bill Nighy ', 'Jim Broadbent ', 'Imelda Staunton ']"
5f185d5feec2a42d5d9ccfc0,xXx: Return of Xander Cage,45%,37%,['D.J. Caruso'],"['In Theaters:Jan 20', ' 2017\xa0wide']","['Vin Diesel ', 'Donnie Yen ', 'Deepika Padukone ', 'Tony Jaa ', 'Ruby Rose ']"
5f185d6eeec2a42d5d9ccfc1,Meet Joe Black,53%,81%,['Martin Brest'],"['Ron Osborn', ' Jeff Reno', ' Kevin Wade', ' Bo Goldman']","['Brad Pitt ', 'Anthony Hopkins ', 'Claire Forlani ', 'Jake Weber ', 'Marcia Gay Harden ']"
5f185d90eec2a42d5d9ccfc2,Judge Dredd,19%,30%,['Danny Cannon'],"['Steven E. de Souza', ' William Wisher Jr.', ' Danny Cannon', ' Michael De Luca', ' John Fasano', ' Walon Green']","['Sylvester Stallone ', 'Armand Assante ', 'Diane Lane ', 'Rob Schneider ', 'Joan Chen ']"
5f185d99eec2a42d5d9ccfc3,Zodiac,89%,77%,['David Fincher'],['James Vanderbilt'],"['Jake Gyllenhaal ', 'Mark Ruffalo ', 'Robert Downey Jr. ', 'Anthony Edwards ', 'Brian Cox ']"
5f185da8eec2a42d5d9ccfc4,Scott Pilgrim vs. The World,82%,84%,['Edgar Wright'],"['Michael Bacall', ' Edgar Wright']","['Michael Cera ', 'Mary Elizabeth Winstead ', 'Kieran Culkin ', 'Chris Evans ', 'Anna Kendrick ']"
5f185db3eec2a42d5d9ccfc5,The Greatest Showman,56%,86%,"['Written By:Jenny Bicks', ' Bill Condon']","['In Theaters:Dec 20', ' 2017\xa0wide']","['Hugh Jackman ', 'Zac Efron ', 'Rebecca Ferguson ', 'Zendaya ', 'Paul Sparks ']"
5f185dc8eec2a42d5d9ccfc6,Nutty Professor II: The Klumps,26%,33%,['Peter Segal'],"['Barry W. Blaustein', ' Paul Weitz', ' Chris Weitz', ' David Sheffield', ' Peter Segal']","['Eddie Murphy ', 'Janet Jackson ', 'Larry Miller ', 'John Ales ', 'Richard Gant ']"
5f185dd3eec2a42d5d9ccfc7,RED 2,44%,63%,['Dean Parisot'],"['Jon Hoeber', ' Erich Hoeber']","['Bruce Willis ', 'John Malkovich ', 'Mary-Louise Parker ', 'Helen Mirren ', 'Anthony Hopkins ']"
5f185ddceec2a42d5d9ccfc8,Click,34%,66%,['Frank Coraci'],"['Steve Koren', "" Mark O'Keefe""]","['Adam Sandler ', 'Kate Beckinsale ', 'Christopher Walken ', 'David Hasselhoff ', 'Henry Winkler ']"
5f185de4eec2a42d5d9ccfc9,Jumper,15%,44%,['Doug Liman'],"['Simon Kinberg', ' David S. Goyer', ' Jim Uhls']","['Hayden Christensen ', 'Jamie Bell ', 'Samuel L. Jackson ', 'Rachel Bilson ', 'Diane Lane ']"
5f185df0eec2a42d5d9ccfca,The Longest Yard,31%,62%,['Peter Segal'],"['Tracey Keenan Wynn', ' Sheldon Turner']","['Adam Sandler ', 'Chris Rock ', 'Burt Reynolds ', 'James Cromwell ', 'Walter Williamson ']"
5f185dfbeec2a42d5d9ccfcb,The Expendables,42%,64%,['Sylvester Stallone'],"['Dave Callaham', ' Sylvester Stallone']","['Sylvester Stallone ', 'Jason Statham ', 'Jet Li ', 'Dolph Lundgren ', 'Eric Roberts ']"
5f185e02eec2a42d5d9ccfcc,The 6th Day,41%,32%,['Roger Spottiswoode'],"['Marianne Wibberly', ' Cormac Wibberley', ' Marianne Wibberley', ' Cormac Wibberly']","['Arnold Schwarzenegger ', 'Michael Rapaport ', 'Tony Goldwyn ', 'Michael Rooker ', 'Wendy Crewson ']"
5f185e12eec2a42d5d9ccfcd,Bruce Almighty,48%,57%,['Tom Shadyac'],"[""Mark O'Keefe"", ' Steve Koren', ' Steve Oedekerk']","['Jim Carrey ', 'Morgan Freeman ', 'Jennifer Aniston ', 'Philip Baker Hall ', 'Catherine Bell ']"
5f185e1feec2a42d5d9ccfce,The Hunger Games,84%,81%,['Gary Ross'],"['Billy Ray', ' Suzanne Collins', ' Gary Ross']","['Jennifer Lawrence ', 'Josh Hutcherson ', 'Liam Hemsworth ', 'Woody Harrelson ', 'Elizabeth Banks ']"
5f185e29eec2a42d5d9ccfcf,The Hangover Part II,33%,52%,['Todd Phillips'],"['Todd Phillips', ' Craig Mazin', ' Scot Armstrong']","['Bradley Cooper ', 'Ed Helms ', 'Zach Galifianakis ', 'Justin Bartha ', 'Ken Jeong ']"
5f185e38eec2a42d5d9ccfd0,Mission: Impossible,64%,71%,['Brian DePalma'],"['Robert Towne', ' David Koepp', ' Brian DePalma', ' Gloria Katz', ' Steven Zaillian', ' Willard Huyck']","['Tom Cruise ', 'Jon Voight ', 'Emmanuelle Béart ', 'Henry Czerny ', 'Jean Reno ']"
5f185e42eec2a42d5d9ccfd1,The Lego Batman Movie,90%,80%,['Chris McKay'],"['Seth Grahame-Smith', ' Chris McKenna (II)', ' Erik Sommers', ' Jared Stern', ' John Whittington']","['Michael Cera ', 'Mariah Carey ', '', '', '']"
5f185e4aeec2a42d5d9ccfd2,Hotel Transylvania 2,56%,64%,['Genndy Tartakovsky'],"['Robert Smigel', ' Adam Sandler']","['Adam Sandler ', 'Selena Gomez ', 'Mel Brooks ', 'Kevin James ', 'Steve Buscemi ']"
5f185e54eec2a42d5d9ccfd3,Batman Returns,80%,73%,['Tim Burton'],"['Daniel Waters', ' Sam Hamm', ' Wesley Strick']","['Michael Keaton ', 'Danny DeVito ', 'Michelle Pfeiffer ', 'Christopher Walken ', 'Michael Gough ']"
5f185e62eec2a42d5d9ccfd4,The Secret Life of Pets 2,60%,90%,"['Chris Renaud', ' Jonathan Del Val']",['Brian Lynch'],"['Kevin Hart ', 'Tiffany Haddish ', 'Harrison Ford ', 'Patton Oswalt ', 'Eric Stonestreet ']"
5f185e73eec2a42d5d9ccfd5,Over the Hedge,75%,71%,"['Tim Johnson', ' Karey Kirkpatrick']","['Karey Kirkpatrick', ' Len Blum', ' Lorne Cameron', ' David Hoselton']","['Bruce Willis ', 'Garry Shandling ', 'Steve Carell ', 'William Shatner ', 'Wanda Sykes ']"
5f185e7eeec2a42d5d9ccfd6,Deep Impact,45%,43%,['Mimi Leder'],"['Bruce Joel Rubin', ' Michael Tolkin']","['Robert Duvall ', 'Téa Leoni ', 'Elijah Wood ', 'Vanessa Redgrave ', 'Maximilian Schell ']"
5f185e86eec2a42d5d9ccfd7,Grown Ups 2,7%,53%,['Dennis Dugan'],"['Tim Herlihy', ' Dennis Dugan', ' Adam Sandler']","['Kevin James ', 'Adam Sandler ', 'Chris Rock ', 'David Spade ', 'Salma Hayek ']"
5f185e8eeec2a42d5d9ccfd8,Alvin and the Chipmunks: Chipwrecked,12%,51%,['Mike Mitchell'],"['Glenn Berger', ' Jonathan Aibel']","['Jason Lee ', 'Justin Long ', 'Jesse McCartney ', 'Anna Faris ', 'Christina Applegate ']"
5f185e99eec2a42d5d9ccfd9,Get Smart,50%,67%,['Peter Segal'],"['Nick Marine', ' Matt Ember', ' Tom J. Astle']","['Anne Hathaway ', 'Alan Arkin ', 'Terence Stamp ', 'Terry Crews ', 'Steve Carell ']"
5f185ea6eec2a42d5d9ccfda,Robots,64%,53%,"['Chris Wedge', ' Carlos Saldanha']","['David Lindsay-Abaire', ' Lowell Ganz', ' Babaloo Mandel']","['Ewan McGregor ', 'Robin Williams ', 'Mel Brooks ', 'Amanda Bynes ', 'Greg Kinnear ']"
5f185eb2eec2a42d5d9ccfdb,Four Christmases,24%,47%,['Seth Gordon'],"['Caleb Wilson', ' Jon Lucas', ' Matt Allen', ' Scott Moore']","['Vince Vaughn ', 'Reese Witherspoon ', 'Robert Duvall ', 'Jon Favreau ', 'Mary Steenburgen ']"
5f185ec2eec2a42d5d9ccfdc,Bedtime Stories,26%,55%,['Adam Shankman'],"['Matt Lopez', ' Tim Herlihy']","['Adam Sandler ', 'Richard Griffiths ', 'Courteney Cox ', 'Guy Pearce ', 'Keri Russell ']"
5f185ecfeec2a42d5d9ccfdd,Road to Perdition,81%,86%,['Sam Mendes'],"['Max Allan Collins', ' Richard Piers Rayner', ' David Self']","['Tom Hanks ', 'Paul Newman ', 'Jennifer Jason Leigh ', 'Jude Law ', 'Stanley Tucci ']"
5f185ed6eec2a42d5d9ccfde,Just Go With It,19%,59%,['Dennis Dugan'],"['Allan Loeb', ' Timothy Dowling', ' Adam Sandler']","['Adam Sandler ', 'Jennifer Aniston ', 'Nicole Kidman ', 'Brooklyn Decker ', 'Bailee Madison ']"
5f185edeeec2a42d5d9ccfdf,Daredevil,44%,35%,['Mark Steven Johnson'],['Mark Steven Johnson'],"['Ben Affleck ', '', 'Elektra Natchios', 'Bullseye', 'Kingpin/Fisk, ']"
5f185ee9eec2a42d5d9ccfe0,Eagle Eye,26%,62%,['D.J. Caruso'],"['Hillary Seitz', ' John Glenn', ' Dan McDermott', ' D.J. Caruso', ' Travis Wright']","['Shia LaBeouf ', 'Michelle Monaghan ', '', 'Defense Secretary Callister', 'Zoe Perez']"
5f185ef3eec2a42d5d9ccfe1,Con Air,55%,75%,['Simon West'],['Scott Rosenberg'],"['Nicolas Cage ', 'John Cusack ', 'John Malkovich ', 'Steve Buscemi ', 'Ving Rhames ']"
5f185f00eec2a42d5d9ccfe2,Yogi Bear,13%,34%,['Eric Brevig'],"['Joshua Sternin', ' Jeffrey Ventimilia', ' Brad Copeland', ' Josh Sternin', ' Jeff Ventimilia']","['Dan Aykroyd ', 'Justin Timberlake ', 'Anna Faris ', 'Tom Cavanagh ', 'T.J. Miller ']"
5f185f07eec2a42d5d9ccfe3,Cold Mountain,70%,77%,['Anthony Minghella'],['Anthony Minghella'],"['Nicole Kidman ', 'Jude Law ', 'Renée Zellweger ', 'Eileen Atkins ', 'Brendan Gleeson ']"
5f185f16eec2a42d5d9ccfe4,The Book of Eli,47%,64%,"['Albert Hughes', ' Allen Hughes']","['Anthony Peckham', ' Gary Whitta']","['Denzel Washington ', 'Gary Oldman ', 'Mila Kunis ', 'Ray Stevenson ', 'Jennifer Beals ']"
5f185f1ceec2a42d5d9ccfe5,Flubber,24%,33%,['Les Mayfield'],"['Bill Walsh', ' John Hughes']","['Robin Williams ', 'Marcia Gay Harden ', 'Christopher McDonald ', 'Raymond J. Barry ', 'Clancy Brown ']"
5f185f25eec2a42d5d9ccfe6,Space Jam,43%,63%,['Joe Pytka'],"['Leo Benvenuti', ' Steve Rudnick', ' Timothy Harris', ' Herschel Weingrod']","['Michael Jordan ', 'Charles Barkley ', 'Patrick Ewing ', 'Patrick EwingMuggsy BoguesBilly West ', 'Larry Johnson ']"
5f185f41eec2a42d5d9ccfe7,Smallfoot,76%,62%,['Karey Kirkpatrick'],"['Karey Kirkpatrick', ' Clare Sera', ' John Requa', ' Glenn Ficarra']","['Channing Tatum ', 'James Corden ', 'Zendaya ', 'Common ', 'LeBron James ']"
5f185f47eec2a42d5d9ccfe8,The Pink Panther,88%,78%,['Blake Edwards'],"['Blake Edwards', ' Maurice Richlin']","['Peter Sellers ', 'David Niven ', 'Capucine ', 'Claudia Cardinale ', 'Robert Wagner ']"
5f185f51eec2a42d5d9ccfe9,Zookeeper,14%,41%,"['Frank Coraci', ' Walt Becker']","['Jay Scherick', ' David Ronn', ' Nick Bakay', ' Rock Reuben', ' Kevin James']","['Kevin James ', 'Rosario Dawson ', 'Ken Jeong ', 'Leslie Bibb ', 'Donnie Wahlberg ']"
5f185f5eeec2a42d5d9ccfea,Conspiracy Theory,56%,64%,['Richard Donner'],['Brian Helgeland'],"['Mel Gibson ', 'Julia Roberts ', 'Patrick Stewart ', 'Cylk Cozart ', 'Stephen KahanTerry AlexanderSteve KahanAlex Mc ArthurRod McLachlanMichael PottsJim SterlingRich HebertBrian J. WilliamsG.A. AguilarCece Neber LabaoSaxon TrainorClaudia StedelinLeonard JacksonDonal GibsonJoanna SanchezMichael Shamus WilesMik ScribaPatrick WildeMushond LeeKevin KindlinTroy GarityJ. Mills GoodloeMichael KurtzPeter KochKevin JacksonNick KusenkoKarl MakinenDarren PeelMarian CollierJohn HarmsChristine ToyDavid KochJuan A. RiojasPaul TuerpéDean WintersJose Ramon RosarioLouis CantariniSean Patrick ThomasPeter JacobsonEdita BrychtaSage AllenThomas J. McCarthyK.T. VogtJoan LundenMatte OsianCharles McDanielDave SimondsRick HoffmanEdward J. RosenBert RemsenLincoln SimondsBill HendersonJay Della ValleJames OliverKerry McCullen PalmisanoVictory Grace PalmisanoKate BayleyIrene HillearyStephen LiskaDon StanleyLorna R. MillenBrad ReaJim Van WyckJayson MerrillDan CracchioloJohn SchwartzmanRaymond KingJared CrawfordJeremy A. GrahamChad SantiagoChristo MorseH. Clay DearDaniel NugentAndrew LaurenTom SchanleyKenneth TigarMaureen LauderJudith WoodburyJames W. GavinAl CerulloCharles W. RobinsonRobert ChavesCliff FlemingView All ']"
5f185f6deec2a42d5d9ccfeb,"Six Days, Seven Nights",36%,36%,['Ivan Reitman'],['Michael Browning'],"['Harrison Ford ', 'Anne Heche ', 'David Schwimmer ', 'Jacqueline Obradors ', 'Temuera Morrison ']"
